Level1 Job Census Hier Desc,Level1 Job Census Hier Desc,Placeholder,Age At Census Range,Ethnic Desc,Calendar Yr Mo Name Concat,Campus Level Census Cnt
Other Faculty,Other Faculty,-,30 - 39 Years Old,European,2016 Oct,28
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2008 Oct,3
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2009 Oct,2
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2012 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2013 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2014 Oct,2
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2015 Oct,2
Other Faculty,Other Faculty,-,30 - 39 Years Old,Filipino,2016 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2008 Oct,11
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2009 Oct,9
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2010 Oct,6
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2011 Oct,11
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2012 Oct,5
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2013 Oct,8
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2014 Oct,8
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2015 Oct,7
Other Faculty,Other Faculty,-,30 - 39 Years Old,Japanese,2016 Oct,7
Other Faculty,Other Faculty,-,30 - 39 Years Old,Korean,2016 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2008 Oct,2
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2009 Oct,3
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2010 Oct,5
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2011 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2012 Oct,7
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2013 Oct,9
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2014 Oct,7
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2015 Oct,10
Other Faculty,Other Faculty,-,30 - 39 Years Old,Mexican American/Chicano,2016 Oct,12
Other Faculty,Other Faculty,-,30 - 39 Years Old,Middle Eastern,2015 Oct,2
Other Faculty,Other Faculty,-,30 - 39 Years Old,Middle Eastern,2016 Oct,5
Other Faculty,Other Faculty,-,30 - 39 Years Old,Native American/Alaska Native,2009 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Native American/Alaska Native,2010 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Native American/Alaska Native,2011 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,North African,2015 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,North African,2016 Oct,1
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2008 Oct,14
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2009 Oct,12
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2010 Oct,14
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2011 Oct,17
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2012 Oct,16
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2013 Oct,20
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2014 Oct,20
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2015 Oct,19
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Asian,2016 Oct,14
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2008 Oct,9
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2009 Oct,8
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2010 Oct,6
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2011 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2012 Oct,5
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2013 Oct,8
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2014 Oct,7
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2015 Oct,10
Other Faculty,Other Faculty,-,30 - 39 Years Old,Other Hispanic/Latino,2016 Oct,6
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2008 Oct,5
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2009 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2010 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2011 Oct,11
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2012 Oct,11
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2013 Oct,4
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2014 Oct,8
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2015 Oct,9
Other Faculty,Other Faculty,-,30 - 39 Years Old,South Asian,2016 Oct,12
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2008 Oct,132
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2009 Oct,99
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2010 Oct,118
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2011 Oct,138
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2012 Oct,132
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2013 Oct,140
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2014 Oct,148
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2015 Oct,148
Other Faculty,Other Faculty,-,30 - 39 Years Old,White,2016 Oct,130
Other Faculty,Other Faculty,-,40 - 49 Years Old,2 or More Races - Non-URM,2016 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2008 Oct,7
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2009 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2010 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2011 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2012 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2013 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2014 Oct,16
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2015 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,African American/Black,2016 Oct,19
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2008 Oct,18
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2009 Oct,18
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2010 Oct,24
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2011 Oct,26
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2012 Oct,21
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2013 Oct,27
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2014 Oct,24
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2015 Oct,25
Other Faculty,Other Faculty,-,40 - 49 Years Old,Chinese,2016 Oct,23
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2008 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2009 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2010 Oct,18
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2011 Oct,22
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2012 Oct,25
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2013 Oct,37
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2014 Oct,36
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2015 Oct,34
Other Faculty,Other Faculty,-,40 - 49 Years Old,Decline to State,2016 Oct,46
Other Faculty,Other Faculty,-,40 - 49 Years Old,European,2015 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,European,2016 Oct,16
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2008 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2009 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2010 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2011 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2012 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2013 Oct,3
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2014 Oct,3
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2015 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Filipino,2016 Oct,3
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2008 Oct,5
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2009 Oct,8
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2010 Oct,6
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2011 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2012 Oct,8
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2013 Oct,7
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2014 Oct,10
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2015 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,Japanese,2016 Oct,14
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2008 Oct,6
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2009 Oct,6
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2010 Oct,5
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2011 Oct,7
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2012 Oct,4
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2013 Oct,4
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2014 Oct,8
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2015 Oct,8
Other Faculty,Other Faculty,-,40 - 49 Years Old,Mexican American/Chicano,2016 Oct,7
Other Faculty,Other Faculty,-,40 - 49 Years Old,Middle Eastern,2015 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2008 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2011 Oct,1
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2012 Oct,3
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2013 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2014 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Native American/Alaska Native,2015 Oct,2
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2008 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2009 Oct,13
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2010 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2011 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2012 Oct,10
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2013 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2014 Oct,10
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2015 Oct,10
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Asian,2016 Oct,10
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2008 Oct,7
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2009 Oct,8
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2010 Oct,4
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2011 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2012 Oct,3
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2013 Oct,6
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2014 Oct,13
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2015 Oct,9
Other Faculty,Other Faculty,-,40 - 49 Years Old,Other Hispanic/Latino,2016 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2008 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2009 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2010 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2011 Oct,15
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2012 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2013 Oct,14
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2014 Oct,12
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2015 Oct,11
Other Faculty,Other Faculty,-,40 - 49 Years Old,South Asian,2016 Oct,13
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2008 Oct,181
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2009 Oct,195
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2010 Oct,188
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2011 Oct,192
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2012 Oct,172
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2013 Oct,192
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2014 Oct,181
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2015 Oct,165
Other Faculty,Other Faculty,-,40 - 49 Years Old,White,2016 Oct,172
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2008 Oct,5
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2009 Oct,5
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2010 Oct,5
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2011 Oct,4
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2012 Oct,4
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2013 Oct,3
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2014 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2015 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,African American/Black,2016 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2008 Oct,16
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2009 Oct,16
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2010 Oct,15
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2011 Oct,16
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2012 Oct,14
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2013 Oct,13
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2014 Oct,15
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2015 Oct,14
Other Faculty,Other Faculty,-,50 - 59 Years Old,Chinese,2016 Oct,16
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2008 Oct,9
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2009 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2010 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2011 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2012 Oct,17
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2013 Oct,18
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2014 Oct,18
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2015 Oct,19
Other Faculty,Other Faculty,-,50 - 59 Years Old,Decline to State,2016 Oct,31
Other Faculty,Other Faculty,-,50 - 59 Years Old,European,2015 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,European,2016 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2008 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2009 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2010 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2011 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2012 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2013 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2014 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2015 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Filipino,2016 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2008 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2009 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2010 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2011 Oct,5
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2012 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2013 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2014 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2015 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Japanese,2016 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2008 Oct,9
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2009 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2010 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2011 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2012 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2013 Oct,4
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2014 Oct,4
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2015 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Mexican American/Chicano,2016 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Middle Eastern,2015 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Middle Eastern,2016 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2008 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2009 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2010 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2011 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2014 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Native American/Alaska Native,2016 Oct,1
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2008 Oct,3
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2009 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2010 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2011 Oct,5
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2012 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2013 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2014 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2015 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Asian,2016 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2008 Oct,3
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2009 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2010 Oct,2
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2011 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2012 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2013 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2014 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2015 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,Other Hispanic/Latino,2016 Oct,6
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2008 Oct,7
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2009 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2010 Oct,8
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2011 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2012 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2013 Oct,10
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2014 Oct,11
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2015 Oct,12
Other Faculty,Other Faculty,-,50 - 59 Years Old,South Asian,2016 Oct,11
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2008 Oct,227
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2009 Oct,208
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2010 Oct,202
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2011 Oct,199
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2012 Oct,193
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2013 Oct,199
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2014 Oct,201
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2015 Oct,208
Other Faculty,Other Faculty,-,50 - 59 Years Old,White,2016 Oct,194
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2008 Oct,3
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2009 Oct,5
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2010 Oct,8
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2011 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2012 Oct,3
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2013 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2014 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2015 Oct,5
Other Faculty,Other Faculty,-,60 Years Old and Over,African American/Black,2016 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2008 Oct,8
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2009 Oct,8
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2010 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2011 Oct,9
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2012 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2013 Oct,11
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2014 Oct,12
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2015 Oct,12
Other Faculty,Other Faculty,-,60 Years Old and Over,Chinese,2016 Oct,11
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2008 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2009 Oct,8
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2010 Oct,12
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2011 Oct,12
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2012 Oct,11
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2013 Oct,15
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2014 Oct,19
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2015 Oct,17
Other Faculty,Other Faculty,-,60 Years Old and Over,Decline to State,2016 Oct,25
Other Faculty,Other Faculty,-,60 Years Old and Over,European,2015 Oct,5
Other Faculty,Other Faculty,-,60 Years Old and Over,European,2016 Oct,12
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2008 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2009 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2010 Oct,5
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2011 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2012 Oct,9
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2013 Oct,6
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2014 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2015 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Japanese,2016 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2008 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2009 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2010 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2011 Oct,3
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2012 Oct,3
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2013 Oct,3
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2014 Oct,5
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2015 Oct,6
Other Faculty,Other Faculty,-,60 Years Old and Over,Mexican American/Chicano,2016 Oct,7
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2008 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2009 Oct,4
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2010 Oct,2
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2011 Oct,2
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2012 Oct,1
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2013 Oct,1
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2014 Oct,1
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2015 Oct,1
Other Faculty,Other Faculty,-,60 Years Old and Over,Native American/Alaska Native,2016 Oct,1
Other Faculty,Other Faculty,-,60 Years Old and Over,Other Asian,2008 Oct,1
